country,year,year_cct,cct_name,share_owners_rural,share_owners_urban,share_owners_mean,n_rooms_rural,n_rooms_urban,n_rooms_mean,person_per_room_rural,person_per_room_urban,person_per_room_mean,share_poor_dwellings_rural,share_poor_dwellings_urban,share_poor_dwellings_mean,dwellings_low_quality_rural,dwellings_low_quality_urban,dwellings_low_quality_mean,water_rural,water_urban,water_mean,hygienic_restrooms_rural,hygienic_restrooms_urban,hygienic_restrooms_mean,sewerage_rural,sewerage_urban,sewerage_mean,electricity_rural,electricity_urban,electricity_mean,telephone_rural,telephone_urban,telephone_mean
Dominican Rep.,2001,,,78.982192,60.041499,67.043566,3.1218925,3.5635543,3.400228,1.3573874,1.230599,1.2774853,0,0.60684221,0.38228203,15.758979,3.7094275,8.1629154,49.228188,82.623086,70.273669,23.818919,74.723371,55.89893,2.6425669,32.475926,21.443565,78.114485,96.969827,89.997131,13.794709,49.853594,37.028068
Dominican Rep.,2002,,,79.433657,60.831798,67.499471,3.1255064,3.5290521,3.3840096,1.349721,1.2425642,1.2810785,0.05607895,0.99190605,0.65568356,16.270535,4.6747281,8.842702,50.017155,86.00851,73.072492,24.939708,76.48589,57.959155,3.1673847,36.458421,24.492952,78.302286,96.767877,90.130972,14.111768,48.747007,36.676501
Dominican Rep.,2003,,,79.864476,62.036434,68.307906,3.1830586,3.4500939,3.3561769,1.2946339,1.2346658,1.2557567,0.58974068,1.4570682,1.1519196,18.972912,4.6003169,9.6581114,55.575226,83.192988,73.479756,29.172961,75.384706,59.131926,4.9277546,33.384109,23.375942,78.564993,95.154474,89.319915,27.704766,58.401158,47.605165
Dominican Rep.,2004,,,78.126214,61.269908,66.816723,3.1843673,3.4660265,3.3735328,1.3396562,1.2112897,1.2534438,0.23261539,2.3542589,1.6567991,16.565609,4.0195889,8.1403318,55.530512,83.226554,74.131484,30.702974,76.609161,61.534084,4.8256887,32.1892,23.203329,80.412738,95.593753,90.608478,33.885291,65.974206,55.436566
Dominican Rep.,2016,,,73.683374,54.803747,58.744216,3.2132511,3.3796448,3.3449159,1.0617518,1.080949,1.0769423,0,0.12003355,0.09497229,19.334433,4.6882608,7.6538172,42.926446,74.436373,67.859767,51.068453,86.136862,78.817546,2.0285648,25.602278,20.682081,94.193029,99.532648,98.41959,79.948027,87.985286,86.307787
Dominican Rep.,2017,,,73.74757,54.256719,58.209877,3.1963478,3.3389963,3.3100642,1.0517899,1.0466376,1.0476827,0,0.14096216,0.11237204,15.424082,4.6442509,6.7815513,68.798535,91.663707,87.026165,56.098585,87.588337,81.201548,1.2768665,25.535483,20.615321,96.126979,99.543052,98.851031,74.774591,83.528564,81.753073
Dominican Rep.,2018,,,71.178135,53.175324,56.7451,3.1945711,3.3192624,3.2945374,1.0053923,1.0313308,1.0261874,0,0,0,16.284933,4.4290588,6.7526384,69.61054,90.462401,86.327686,58.391215,88.481867,82.515193,1.8987584,24.684933,20.166664,96.024823,99.613529,98.901924,72.502481,82.327027,80.378918
Dominican Rep.,2019,,,71.609898,51.172487,54.97649,3.1778415,3.3216746,3.294903,1.0216363,1.0142167,1.0155977,0,0.118963,0.0968282,14.490187,3.9869798,5.9099553,68.668951,91.431646,87.194839,61.692805,90.167992,84.867922,1.9538485,28.075268,23.213304,96.238246,99.737351,99.086064,72.383171,84.061503,81.887822
Dominican Rep.,2020,,,71.740664,50.49046,54.368365,3.1235375,3.2322091,3.2123778,0.99499195,1.0100156,1.007274,0,0.12528205,0.10241959,12.763956,4.2938417,5.8184882,75.60116,92.829958,89.68591,65.874253,91.605646,86.909977,3.2775242,25.831795,21.715913,97.121517,99.715268,99.24194,86.548812,94.751019,93.254216
Dominican Rep.,2021,,,69.68893,48.82608,52.41191,3.149671,3.211457,3.200845,1.023333,1.021513,1.021826,0,0.115891,0.095985,11.61521,4.146353,5.402081,74.04912,91.86231,88.80272,69.13379,92.83752,88.76617,1.277192,28.15832,23.54123,98.02389,99.79179,99.48825,87.00726,94.61648,93.30953
Dominican Rep.,2022,,,70.71007,48.87561,52.63762,3.217703,3.199737,3.202832,0.974504,1.016484,1.009251,0.052824,0.017059,0.023222,12.72535,2.78161,4.457377,73.37762,92.00037,88.79172,71.36486,93.48347,89.6725,1.50344,27.91361,23.36322,98.1804,99.88082,99.58812,87.81055,95.07804,93.82587
Ecuador,2003,,,77.128416,61.447767,66.492751,4.6797269,5.1330373,4.9871923,1.019624,0.87009142,0.918201,,,,63.106829,21.042043,34.575676,,,,58.167598,94.302572,82.676756,11.598135,67.404932,49.450039,85.869806,99.291127,94.973044,9.852804,46.875664,34.964186
Ecuador,2005,,,79.610631,63.14257,68.429015,4.7693299,5.2697092,5.1090603,0.96332115,0.81130458,0.86011015,31.450478,15.97398,20.942121,68.337579,21.266488,36.376872,50.024963,91.578621,78.239399,61.471878,95.998695,84.915173,12.763216,71.969203,52.963372,87.718723,99.668752,95.83265,12.231448,54.610575,41.006367
Ecuador,2006,,,79.592456,65.206166,69.783903,4.9193107,5.4152112,5.257415,0.93748979,0.78748723,0.83521825,,,,59.873149,15.474029,29.60189,57.927494,93.002855,81.841827,65.591156,96.878268,86.922666,13.1889,70.928975,52.556004,89.435963,99.525886,96.315259,8.6640218,43.424496,32.363666
Ecuador,2007,,,77.432479,60.555968,65.882816,4.7662768,5.2562467,5.1016192,0.93889588,0.77620558,0.82754832,33.488336,13.22186,19.618705,55.549632,15.454289,28.109854,60.777954,94.273395,83.701002,65.515124,97.507618,87.40961,14.719036,73.838933,55.178519,90.696294,99.633543,96.812618,9.277283,47.61925,35.517115
Ecuador,2008,,,78.528308,62.615076,67.701915,4.7958148,5.303498,5.1412447,0.9127869,0.77117966,0.8164367,,,,60.027661,17.176234,30.874162,60.063962,93.948134,83.116687,72.36678,97.04792,89.158323,17.416885,76.412399,57.553837,92.140953,99.586687,97.206576,9.6127423,50.02277,37.105262
Ecuador,2009,,,76.896132,60.44479,65.729284,4.8268374,5.2494128,5.1136529,0.88522265,0.7725562,0.80875231,26.810358,14.567142,18.499903,59.038704,17.817414,31.058502,61.984133,93.100471,83.105292,72.901096,97.2474,89.426889,17.624586,76.556746,57.626578,91.159456,98.984382,96.470862,11.262988,47.175054,35.639393
Ecuador,2010,,,78.59901,62.164435,67.412093,4.9120836,5.3903436,5.2376291,0.86668892,0.73703598,0.77843581,23.965515,11.304805,15.348097,56.897147,15.416524,28.661535,59.994534,93.372495,82.714713,78.033758,98.532486,91.987119,18.525604,77.721812,58.820108,92.659412,99.715049,97.462142,13.191939,50.358846,38.49123
Ecuador,2011,,,79.282872,61.943894,67.796793,4.8284236,5.385738,5.1976124,0.79124539,0.7098267,0.73731018,29.450875,8.6487466,15.669135,56.947614,11.859359,27.07923,53.343009,93.589568,80.004047,78.957579,99.018117,92.246535,18.347398,86.38152,63.416104,91.161191,99.783081,96.872699,14.117977,53.072501,39.923116
Ecuador,2012,,,79.498463,64.024015,69.186279,4.9249501,5.5269821,5.3261447,0.77928362,0.68162116,0.71420128,20.796585,7.8695634,12.182529,51.855917,10.751223,24.463717,54.193443,94.570082,81.100467,81.333784,99.166156,93.217291,20.586426,87.999321,65.510431,92.33289,99.628858,97.194929,15.104435,56.008827,42.363153
Ecuador,2013,,,78.864023,63.698203,68.464065,4.9665687,5.3110903,5.2028193,0.8096513,0.72532212,0.75182382,22.878363,11.049776,14.76516,47.084769,13.264441,23.892486,62.429814,92.953249,83.361254,83.670061,98.580723,93.895045,25.523942,80.241818,63.046714,94.733695,99.547373,98.034674,17.630159,49.594161,39.549467
Ecuador,2014,,,78.26968,65.462628,69.407557,5.0712007,5.2604602,5.2021629,0.81917777,0.74208484,0.76583164,18.028836,11.53927,13.538194,41.609727,13.133701,21.905112,72.790096,94.705393,87.95487,86.46322,98.387209,94.714288,25.482261,77.447844,61.440994,97.054058,99.83164,98.976067,18.907414,46.856398,38.247331
Ecuador,2015,,,77.966546,61.355951,66.349346,5.0309696,5.207119,5.1541658,0.80851566,0.71240009,0.74129388,20.101531,11.613073,14.164832,40.687139,11.434013,20.227944,72.848108,96.121526,89.125186,85.948782,98.94838,95.040505,28.894794,80.53564,65.011623,96.398108,99.869408,98.825883,18.311317,47.794301,38.931272
Ecuador,2016,,,78.006373,61.201192,66.310517,5.1287391,5.3083687,5.2537554,0.79433866,0.71344897,0.73804208,18.395949,9.7075453,12.349842,37.230881,12.068502,19.718689,79.629774,95.740555,90.842351,86.929613,98.782649,95.178938,30.661465,79.600849,64.721674,96.364104,99.780463,98.741778,19.154367,46.8119,38.403105
Ecuador,2017,,,78.765233,58.702429,64.747381,5.1152525,5.2705496,5.2237583,0.79116084,0.71049969,0.73480302,20.608789,10.301874,13.407079,42.337011,11.473815,20.772941,77.23333,96.838482,90.931421,85.494022,98.777472,94.775149,28.848791,82.098789,66.054486,97.227275,99.87312,99.075923,17.265101,45.439496,36.950509
Ecuador,2018,,,81.233906,64.41819,69.460117,5.1584545,5.340164,5.2856812,0.78350772,0.69853374,0.72401185,15.896193,7.4240815,9.9643108,44.411972,10.430407,20.619244,71.867618,95.47436,88.39625,88.087773,99.380624,95.99464,22.321128,82.572059,64.506766,96.52706,99.689645,98.741394,,,
Ecuador,2019,,,80.381412,64.794527,69.420026,5.1841156,5.3475259,5.2990329,0.78644637,0.69108639,0.71938502,20.605512,6.6630791,10.800577,43.906584,10.83659,20.650304,72.783294,96.182815,89.23887,87.994011,99.219306,95.888134,20.581088,84.076738,65.234033,96.925031,99.711382,98.884516,,,
Ecuador,2020,,,81.268669,65.165332,69.865135,5.2516842,5.2717005,5.2658587,0.79171464,0.70299807,0.72889024,18.055487,6.6021685,9.9444151,44.992342,10.274634,20.407093,73.492968,96.310129,89.650877,85.553682,99.562684,95.474118,23.216624,80.4036,63.713423,94.130064,99.823803,98.16207,,,
Ecuador,2021,,,79.073353,62.230955,67.20894,5.3320039,5.311687,5.3176919,0.77018187,0.70206505,0.72219784,22.372536,7.6509827,12.002126,35.998251,9.8023604,17.54489,81.883386,94.810355,90.989625,81.155814,99.309065,93.94364,20.935975,82.03151,63.973946,95.205199,99.967346,98.559832,,,
Ecuador,2022,,,81.21299,63.84205,69.09931,5.337495,5.259024,5.282773,0.729368,0.697199,0.706935,22.60941,8.221959,12.57627,37.69178,9.929711,18.33181,74.51815,94.91854,88.74443,81.05921,99.54963,93.95357,22.16148,82.71069,64.38568,92.8993,99.86565,97.75731,,,
